Fri May 04 13:02:25 +0000 2018,thedimwit,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","b""@AstrosBrain Starbucks has a K-cup that promises double the caffeine... it's taken me 10 minute to type this becaus https://t.co/YrA6uriJkv""","Colorado Springs, CO",1222,2142
 ,,,,,,,
Fri May 04 13:02:28 +0000 2018,Pixeee_Princess,en,"<a href=""http://www.yelp.com/"" rel=""nofollow"">Yelp</a>",b'May the 4th be  strong &amp; Dark! (@ Starbucks) #Yelp #Yelfie https://t.co/Bfi1Aly8V2 https://t.co/sSaLb2MVIH',Happiest Place on Earh,1,9
 ,,,,,,,
Fri May 04 13:02:29 +0000 2018,carefulwren,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'@hurtkylo He goes for really implausibly dumb shit on purpose lately just to thwart me (Coffee Shop AU. Millicent https://t.co/0TqTVt8E4V',ice hell 🇨🇦,20,63
 ,,,,,,,
Fri May 04 13:02:30 +0000 2018,wesley116,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @GemMar333: .@Starbucks Hey parents, if you have college age kids and you want them to go for free just have them go to Starbucks, sit t'",,643,1083
 ,,,,,,,
Fri May 04 13:02:31 +0000 2018,_anapizza_,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",phx,238,227
 ,,,,,,,
Fri May 04 13:02:40 +0000 2018,createsparkles,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",b'RT @MReport_TV: Ditch @Starbucks! Discover @ScottyDCoffee. #blogpost https://t.co/MlNTvonmge https://t.co/3gpbGpn0fW',,157,229
 ,,,,,,,
Fri May 04 13:02:43 +0000 2018,abbysa27,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @nalisaaa: But if you like using straws, get yourself a bundle of stainless steel straws at Lazada. You can put it in your bag. https://'",,435,350
 ,,,,,,,
Fri May 04 13:02:50 +0000 2018,sunnnwebb,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",nm-nc-pa,495,426
 ,,,,,,,
Fri May 04 13:02:50 +0000 2018,nina_difante5,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Batavia, NY",520,287
 ,,,,,,,
Fri May 04 13:02:50 +0000 2018,eringettingfit,en,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",b'Boo for no Starbucks in our terminal! We have a 2 hour layover in St Louis so https://t.co/FcZzZ2xEcD',"Lake Geneva, WI",736,1954
 ,,,,,,,
Fri May 04 13:02:51 +0000 2018,wisewoozi,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',Italy,87,382
 ,,,,,,,
Fri May 04 13:02:57 +0000 2018,b_rrad26,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Bangor, ME",631,461
 ,,,,,,,
Fri May 04 13:03:02 +0000 2018,nataliaotten,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'everyone in this Starbucks is named Bill and they all know each other leaving me to believe there are meet ups for guys named Bill',,187,140
 ,,,,,,,
Fri May 04 13:03:03 +0000 2018,xelatl,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,212,378
 ,,,,,,,
Fri May 04 13:03:04 +0000 2018,dunwoodybarbers,en,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",b'Men arrested at Starbucks receive free tuition for the University of Arizona https://t.co/I2qf23WeOf https://t.co/Ff09sfeQUk',"Atlanta, GA",539,2032
 ,,,,,,,
Fri May 04 13:03:06 +0000 2018,blondi3barbi3,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'Wake &amp; bake now omw to Starbucks ',"Michigan, USA",59,152
 ,,,,,,,
Fri May 04 13:03:08 +0000 2018,BlackThoughts91,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @NitraJenkins: Thank you. https://t.co/viDEOejnnx',"Baltimore, MD",35537,3925
 ,,,,,,,
Fri May 04 13:03:13 +0000 2018,RecruitITCindi,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",b'Black men arrested at Starbucks settle with city for $1 each and $200K for a nonprofit student pr... https://t.co/GSOY71IJh4',,49,131
 ,,,,,,,
Fri May 04 13:03:14 +0000 2018,pandieboo,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'I cant tell whats happening at this Starbucks but there sure are a LOT of middle age ladies hovering and passive aggressively sighing.',,81,157
 ,,,,,,,
Fri May 04 13:03:19 +0000 2018,nevlludax,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @sIugma: omg are they shooting a Starbucks CF... https://t.co/ojWjl7kYp4',,48,49
 ,,,,,,,
Fri May 04 13:03:27 +0000 2018,danger0usperson,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'Im literally in the drive thru at @Starbucks \nLike speaking my order to the person on the intercom \n\n&amp; they go yo https://t.co/oSH7rTXkO1',HOUSTON. ,11156,123
 ,,,,,,,
Fri May 04 13:03:28 +0000 2018,shineshineguk,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",🐰🖤,81,175
 ,,,,,,,
Fri May 04 13:03:29 +0000 2018,Fill75,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'Whoa Whoa Whoa, stop the clock theres no matcha powder in any of the @Starbucks by my job I guess Im not the only https://t.co/hGhF1v0Tmi'","Coram, NY",136,219
 ,,,,,,,
Fri May 04 13:03:30 +0000 2018,Kelly7976,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'@jacqui_bacchi Toledo gets money from this though I believe. Im pretty sure Starbucks pays us for rent for the spa https://t.co/2M5uB5dSjM',UT/Cle,543,507
 ,,,,,,,
Fri May 04 13:03:30 +0000 2018,acqua_di_mare,fr,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""RT @mathinhell: Hey @Starbucks maybe you should close up for another half day of anti-racist training, that is unless you think it's okay f""",Montréal - Martinique - France,3965,1041
 ,,,,,,,
Fri May 04 13:03:33 +0000 2018,allisondexterr,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,490,408
 ,,,,,,,
Fri May 04 13:03:35 +0000 2018,5jh6_,en,"<a href=""https://www.swarmapp.com"" rel=""nofollow"">Foursquare Swarm</a>","b""I'm at StarBucks Coffee| Ishbiliya Co-op in Al Kuwayt, Al Farwaniyah https://t.co/UYnDXxTLz7""",:),205,89
 ,,,,,,,
Fri May 04 13:03:41 +0000 2018,tory_miller89,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""If McDonald's charged $8 for a McDouble it would be the  equivalent of Starbucks ""","Texas, USA",126,435
 ,,,,,,,
Fri May 04 13:03:44 +0000 2018,jolozo,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'@Starbucks forgot my mobile order waited 30 minutes and now im late for work happy friday',,321,517
 ,,,,,,,
Fri May 04 13:03:46 +0000 2018,deathnoteshawty,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'ur still using the same amount of plastic u didnt do anything https://t.co/TNqqfwkTAn',,3686,865
 ,,,,,,,
Fri May 04 13:03:47 +0000 2018,tobioiisms,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT @armsofpleonexia: The whole cup is made of plastic https://t.co/By2THnWJBm',"Indiana, USA",127,116
 ,,,,,,,
Fri May 04 13:03:47 +0000 2018,sarahhhh1101,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,470,291
 ,,,,,,,
Fri May 04 13:03:48 +0000 2018,Samantha_Mar1e,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Florida, USA",273,435
 ,,,,,,,
Fri May 04 13:03:48 +0000 2018,svt_m_0406,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',,54,185
 ,,,,,,,
Fri May 04 13:03:51 +0000 2018,_gethooked,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'@EJHolland247 Its gotten better over the years but what you out here for? I told you on periscope next time you out here Starbucks on me',,480,283
 ,,,,,,,
Fri May 04 13:03:51 +0000 2018,KathyReboul,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'After a very bad start, @Starbucks is stepping up with economic justice. https://t.co/PD4cGpXiAg'","Boston, MA",168,263
 ,,,,,,,
Fri May 04 13:03:53 +0000 2018,truthbringer216,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT @GemMar333: .@Starbucks No Sensitivity Training...No Settlement...No Public Apology...No Respect...May Your 8K Stores Close For Good',"Winchester, VA",1269,1729
 ,,,,,,,
Fri May 04 13:03:55 +0000 2018,Exploration333,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",Cold part of America,264,495
 ,,,,,,,
Fri May 04 13:03:56 +0000 2018,VozdeRaquel,en,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",b'RT @wsbtv:  Police find another camera inside local Starbucks restroom: https://t.co/IoVKY2VLhx https://t.co/iMTc9LYtsB',Milky Way galaxy,955,650
 ,,,,,,,
Fri May 04 13:03:56 +0000 2018,candy_jelly12,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""My team leader is moving to another dept  \nI'll lose my birthday twins as well as my Starbucks buddy  Hopefully https://t.co/fTSHHzpGYS""",GMT +7,172,300
 ,,,,,,,
Fri May 04 13:03:57 +0000 2018,richardbabin216,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""@washingtonpost I love Starbucks..  never had a problem there, it's a great company despite one bad manager and soc https://t.co/qUOrykBSAq""",,32,202
 ,,,,,,,
Fri May 04 13:03:57 +0000 2018,sahrennaanas,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'this was for our cold foam drinks so that people could sip the foam but hey i guess this is a good way to think of https://t.co/V1ReLSeGC3',"San Jose, CA",48,273
 ,,,,,,,
Fri May 04 13:04:01 +0000 2018,R0M_9,ar,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'Godiva + Starbucks https://t.co/o3COn7GKzX',Rainbow,79,99
 ,,,,,,,
Fri May 04 13:04:08 +0000 2018,kelcey_linnx3,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",,134,192
 ,,,,,,,
Fri May 04 13:04:09 +0000 2018,Samantha_Mar1e,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @radkatz: @mklozik from a Starbucks Partner: this week we started to carry venti reusable cups for iced drinks! its $3 for the cup, lid'","Florida, USA",273,435
 ,,,,,,,
Fri May 04 13:04:10 +0000 2018,KelticSC,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b""@Karn33333 Nope, I've been tossed from a few places for loitering, and I'm so white I'm practically see thru. They https://t.co/4ZS9qXYQ5k""","columbia,sc",589,745
 ,,,,,,,
Fri May 04 13:04:13 +0000 2018,andeencarnacion,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b""RT @kiaalampay: LOVE!! But bring your own reusable tumbler or ask them to put it in a mug if you're staying there. Say no to plastic in gen""",,528,299
 ,,,,,,,
Fri May 04 13:04:14 +0000 2018,knrsyzwn,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'",seoul x MY,515,274
 ,,,,,,,
Fri May 04 13:04:14 +0000 2018,Mandy90902260,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",b'RT @deathnoteshawty: ur still using the same amount of plastic u didnt do anything https://t.co/TNqqfwkTAn',"Pflugerville, TX",149,261
 ,,,,,,,
Fri May 04 13:04:16 +0000 2018,radicalcassie,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Belleville, Canada",1535,2202
 ,,,,,,,
Fri May 04 13:04:19 +0000 2018,katiegallahue,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @mklozik: HI THIS COOL want to know why? This is the new strawless lid from Starbucks! Saving the earth takes baby steps, so ask for a n'","Hell, MI",90,87
 ,,,,,,,
Fri May 04 13:04:22 +0000 2018,blacktropolisCi,en,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",b'Meek Mill speaks on Starbucks arrest of two Black men and why it bothered him https://t.co/CWeyyiV7Ks https://t.co/4FMY1nFdVq',USA,39,194
 ,,,,,,,
Fri May 04 13:04:25 +0000 2018,rodri3uez,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b'RT @TheFinalCall: Buy Black: In the aftermath of the Starbucks debacle, Black coffee shops pulling in the green. https://t.co/IGLG87Yugf ht'","Marietta, GA",206,657
 ,,,,,,,
Fri May 04 13:04:27 +0000 2018,haiidahh,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",b'RT @FelicisGoods: This new Starbucks Korea summer collection is so meant for SVT &amp; Carats  https://t.co/h9VFPUVIRC',,5,666
 ,,,,,,,
